Clone,Ano,Bloco,N_Roots,FRY,ShY,DMC,StY,Plant.Height,HI,StC,Root.Le,Root.Di,Stem.D,Nstem.Plant
BGM-1133,2020,4,2.333,0.967,9.333,17.1230769230769,0.120614653846154,1.1,9.38834951456311,12.4730769230769,15.3333333333333,24.4733333333333,1.79533333333333,1.33333333333333
BGM-1134,2020,1,3.333,4.267,11,32.679,1.19599743,1.24333333333333,27.9491714154713,28.029,21.6666666666667,23.3566666666667,1.87833333333333,1.66666666666667
BGM-1134,2020,2,3.667,1.633,10.167,29.3117647058824,0.402726617647059,0.916666666666667,13.8389830508475,24.6617647058823,15.6666666666667,19.36,1.65966666666667,2.66666666666667
BGM-1134,2020,3,2.667,2.233,10.333,33.84,0.6518127,0.683333333333333,17.7701734840045,29.19,14.6666666666667,20.23,1.963,1.33333333333333
BGM-1134,2020,4,3.333,3.533,12.167,26.334,0.76609572,0.826666666666667,22.5031847133758,21.684,19.3333333333333,29.6633333333333,1.84133333333333,2.33333333333333
BGM-1142,2020,1,1.667,0.833,9,19.2777777777778,0.121849388888889,1.04333333333333,8.47147360927489,14.6277777777778,18.6666666666667,18.7066666666667,1.81066666666667,1.33333333333333
BGM-1142,2020,2,1.667,0.767,9.5,14.5173913043478,0.0756828913043478,0.99,7.47053667088731,9.86739130434783,14.3333333333333,16.9733333333333,2.00366666666667,1.66666666666667
BGM-1142,2020,3,1,0.7,7.667,22.3222222222222,0.123705555555556,0.706666666666667,8.36620054977889,17.6722222222222,20,18.2766666666667,1.754,1
BGM-1142,2020,4,2.667,2.6,19.667,22.05,0.4524,0.806666666666667,11.6764719091032,17.4,23.6666666666667,24.0133333333333,2.26266666666667,1
BGM-1143,2020,1,3.333,3.4,18.167,22.2097826086957,0.597032608695652,1.51,15.7648258914082,17.5597826086957,16.3333333333333,23.1133333333333,1.78433333333333,1.66666666666667
BGM-1143,2020,2,2.333,0.833,11.5,22.2,0.1461915,1.12,6.75423660098921,17.55,13.6666666666667,18.5466666666667,1.56666666666667,2.33333333333333
BGM-1143,2020,3,2,0.733,11.333,21.0214285714286,0.120002571428571,1.1,6.07492126636831,16.3714285714286,14,18.1833333333333,1.41466666666667,2.33333333333333
BGM-1143,2020,4,1,0.433,13.167,22.5,0.0772905,1.17333333333333,3.18382352941176,17.85,9,16.1566666666667,1.88066666666667,1.66666666666667
BGM-1147,2020,1,3,3.633,26,17.5,0.4668405,1.48666666666667,12.2599804272264,12.85,17,20.1566666666667,2.54466666666667,1
BGM-1147,2020,2,2.333,1.067,8.667,14.8813953488372,0.109168988372093,0.863333333333333,10.9615779741114,10.2313953488372,22.6666666666667,23.0333333333333,1.96866666666667,1.66666666666667
BGM-1147,2020,3,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,1.07666666666667,1
BGM-1147,2020,4,2,2.167,11.5,17.142,0.27070164,1.16333333333333,15.8557108363211,12.492,24,27.9466666666667,2.08333333333333,1.33333333333333
BGM-1153,2017,1,3.75,2.083,8.681,NA,NA,1.12333333333333,19.3515421776291,NA,24.6666666666667,28.38,2.37,NA
BGM-1153,2017,2,5,1.944,10,NA,NA,1.16333333333333,16.2759544541192,NA,24,19.48,2,NA
BGM-1153,2017,3,6,3.472,9.92,NA,NA,1.18666666666667,25.9259259259259,NA,21.3333333333333,23.03,2.66666666666667,NA
BGM-1153,2017,4,3.83,0.81,7.86,NA,NA,0.97,9.34256055363322,NA,18,18.11,2,NA
BGM-1153,2018,1,0.8,1.4,6,36,0.4389,0.92,18.9189189189189,31.35,15,35.0433333333333,1.86,2
BGM-1153,2018,2,1.7,1.1,3.5,30.2325581395349,0.281408139534884,0.8,23.9130434782609,25.5825581395349,23.3333333333333,31.11,1.95333333333333,1
BGM-1153,2018,3,NA,NA,6,NA,NA,0.526666666666667,NA,NA,NA,NA,1.27366666666667,1
BGM-1153,2018,4,1.667,3.7,9.8,39.4230769230769,1.28660384615385,0.833333333333333,27.4074074074074,34.7730769230769,23.6666666666667,29.4433333333333,2.216,1.66666666666667
BGM-1155,2018,1,NA,NA,3,NA,NA,0.803333333333333,NA,NA,NA,NA,1.79,1.66666666666667
BGM-1155,2018,2,NA,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1155,2018,3,NA,NA,2.4,NA,NA,0.86,NA,NA,NA,NA,1.72733333333333,1
BGM-1155,2018,4,NA,NA,3.5,NA,NA,0.883333333333333,NA,NA,NA,NA,1.792,1.33333333333333
BGM-1159,2017,1,NA,NA,6.17,NA,NA,0.953333333333333,NA,NA,NA,NA,2.3,NA
BGM-1159,2017,2,1.333,0.463,6.019,NA,NA,1.04666666666667,7.14285714285714,NA,13,13.23,2.03333333333333,NA
BGM-1159,2017,3,0.6,0.139,8.69,NA,NA,1.06666666666667,1.57435723184959,NA,11,13.8066666666667,2.73333333333333,NA
BGM-1159,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1159,2020,1,2.333,1.133,24.667,32.7769230769231,0.318678038461538,1.57666666666667,4.39147286821705,28.1269230769231,17,18.37,2.017,1
BGM-1159,2020,2,1.667,1.033,19,26.505,0.22576215,1.08333333333333,5.15649178854889,21.855,20,17.2133333333333,2.75066666666667,1
BGM-1159,2020,3,2,1.6,19.333,33.5744680851064,0.462791489361702,1.37666666666667,7.64343381264033,28.9244680851064,23,22.6766666666667,2.688,1.33333333333333
BGM-1159,2020,4,1,0.633,15.833,32.472,0.17611326,0.896666666666667,3.84428519373254,27.822,16.6666666666667,18.23,1.97,1
BGM-1163,2020,1,4.667,3.9,19.667,21.8823529411765,0.672061764705882,1.2,16.5485636695379,17.2323529411765,21.6666666666667,24.2233333333333,1.922,3
BGM-1163,2020,2,8,9.167,32.5,26.256,1.98062202,1.47333333333333,22.000623995008,21.606,22.6666666666667,29.6,2.532,2.33333333333333
BGM-1163,2020,3,3,8.533,25.167,NA,NA,0.983333333333333,25.3204747774481,NA,19.3333333333333,23.1733333333333,2.14,1.33333333333333
BGM-1163,2020,4,3,12.033,36,27.66,2.7687933,1.33,25.0515270751358,23.01,25,29.78,2.22266666666667,2.33333333333333
BGM-1164,2018,1,NA,NA,2.667,NA,NA,0.546666666666667,NA,NA,NA,NA,1.43666666666667,1.66666666666667
BGM-1164,2018,2,0.9,NA,3.4,NA,NA,0.836666666666667,NA,NA,16.75,16.035,2.03,1
BGM-1164,2018,3,0.429,5.5,8.857,34.6534653465347,1.65019059405941,1.27333333333333,38.3088388939193,30.0034653465347,22.6666666666667,39.3966666666667,2.24166666666667,1
BGM-1164,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1167,2018,1,1.5,1,4.167,36.8421052631579,0.321921052631579,0.896666666666667,19.3535900909619,32.1921052631579,10.6666666666667,23.23,1.23666666666667,2
BGM-1167,2018,2,NA,NA,1.667,NA,NA,0.73,NA,NA,NA,NA,1.34666666666667,1.33333333333333
BGM-1167,2018,3,1.8,8.3,10.9,36.6336633663366,2.65464405940594,1.36333333333333,43.2291666666667,31.9836633663366,26.3333333333333,28.8866666666667,2.21133333333333,1
BGM-1167,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1168,2020,1,4.667,6.633,19.333,22.332,1.17284706,1.13333333333333,25.5449433875067,17.682,27.6666666666667,30.9066666666667,2.05,1.66666666666667
BGM-1168,2020,2,4.667,4.167,16.5,22.344,0.73730898,1.14666666666667,20.1625780229351,17.694,26.3333333333333,27.38,1.70933333333333,2.33333333333333
BGM-1168,2020,3,2.667,4.167,15.667,23.808,0.79831386,0.666666666666667,21.0093778360391,19.158,25.3333333333333,29.68,1.35666666666667,3
BGM-1168,2020,4,4.333,5.833,20,21.5941176470588,0.988350382352941,0.823333333333333,22.5796461889831,16.9441176470588,22,23.0166666666667,1.589,2.33333333333333
BGM-1177,2020,1,2,1.433,9.667,13.4,0.1253875,1.3,12.9099099099099,8.75,20,19.9833333333333,2.38866666666667,1
BGM-1177,2020,2,1,0.833,7.5,13.4863636363636,0.0736069090909091,0.85,9.99639985599424,8.83636363636363,18.6666666666667,21.6266666666667,1.50166666666667,3
BGM-1177,2020,3,2,1,7.833,17.6225806451613,0.129725806451613,0.916666666666667,11.3211819313936,12.9725806451613,26.6666666666667,17.9433333333333,1.46333333333333,2
BGM-1177,2020,4,2.333,1.367,11,20.964,0.22301238,1.39,11.0536104148136,16.314,21.6666666666667,27.4133333333333,1.732,2
BGM-1185,2020,1,2,5.7,24.833,25.6294117647059,1.19582647058824,1.42,18.6683260734288,20.9794117647059,20,22.22,2.093,1.33333333333333
BGM-1185,2020,2,4,5.667,23,16.812,0.68922054,1.35333333333333,19.7683747863397,12.162,27,23.77,2.36366666666667,1
BGM-1185,2020,3,2.333,2.567,15.667,16.056,0.29279202,1.29333333333333,14.0780958648678,11.406,23,31.7033333333333,2.15866666666667,1.66666666666667
BGM-1185,2020,4,1,2.367,12,18.972,0.33900174,0.946666666666667,16.4752557945291,14.322,20,23.55,1.682,1.33333333333333
BGM-1190,2020,1,5.667,6.667,25,24.9058823529412,1.35045967647059,1.69333333333333,21.0534625951306,20.2558823529412,21.3333333333333,25.1966666666667,2.408,1.33333333333333
BGM-1190,2020,2,7.667,8.7,30.333,24.054,1.688148,1.55,22.2888325263239,19.404,24.3333333333333,34.1533333333333,2.179,1.33333333333333
BGM-1190,2020,3,3.667,11.533,29.667,32.208,3.17826414,1.97666666666667,27.9927184466019,27.558,30.3333333333333,35.56,2.52633333333333,1
BGM-1190,2020,4,5.333,11.5,36,32.346,3.18504,2.07,24.2105263157895,27.696,23.3333333333333,29.4833333333333,2.74366666666667,1.33333333333333
BGM-1191,2020,1,5.667,6.9,31.333,24.7647058823529,1.38791470588235,1.76666666666667,18.0472366803547,20.1147058823529,24.6666666666667,29.2066666666667,2.42933333333333,1.66666666666667
BGM-1191,2020,2,5.667,7.633,24.5,28.578,1.82642424,1.74,23.7543957924875,23.928,23.3333333333333,27.38,2.35833333333333,1.33333333333333
BGM-1191,2020,3,4,8.033,29.833,32.9470588235294,2.27310273529412,1.98333333333333,21.2142819415835,28.2970588235294,24.6666666666667,29.3166666666667,2.20766666666667,1
BGM-1191,2020,4,4,6.4,26.667,29.574,1.595136,1.9,19.354643602383,24.924,21.6666666666667,28.05,2.424,1
BGM-1196,2018,1,2.25,4.25,9.75,35,1.289875,NA,30.3571428571429,30.35,25,33.0766666666667,NA,NA
BGM-1196,2018,2,NA,NA,1.75,NA,NA,0.676666666666667,NA,NA,NA,NA,1.32,1.66666666666667
BGM-1196,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1196,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1200,2019,1,4.333,5.8,18.8,29.5238095238095,1.44268095238095,1.72333333333333,23.5772357723577,24.8738095238095,27,28.3733333333333,2.24433333333333,3.33333333333333
BGM-1200,2019,2,5.333,6.357,20,33.6633663366337,1.8443796980198,1.78,24.1188299123572,29.0133663366337,37,36.8433333333333,2.23933333333333,3.66666666666667
BGM-1200,2019,3,4,5,24.333,35.6435643564356,1.54967821782178,2.00333333333333,17.0456482460028,30.9935643564356,30.6666666666667,37.5366666666667,2.60933333333333,3.66666666666667
BGM-1200,2019,4,4,4,17.429,31.6831683168317,1.08132673267327,2.11333333333333,18.6662933407999,27.0331683168317,28.6666666666667,46.0233333333333,2.30333333333333,4.66666666666667
BGM-1217,2017,1,4.333,3.935,16.319,NA,NA,1.09,19.4282610842303,NA,21.3333333333333,32.8466666666667,2.56666666666667,NA
BGM-1217,2017,2,5,4.514,12.269,NA,NA,0.886666666666667,26.8962640767443,NA,24.3333333333333,34.5666666666667,2.43333333333333,NA
BGM-1217,2017,3,6.33,3.125,10.88,NA,NA,1.02333333333333,22.3134594787576,NA,18,23.8766666666667,2.43,NA
BGM-1217,2017,4,2.83,0.463,9.167,NA,NA,0.716666666666667,4.80789200415369,NA,17.6666666666667,23.86,2.1,NA
BGM-1225,2019,1,4,1.5,5.667,21.5686274509804,0.253779411764706,1.18333333333333,20.9292591042277,16.9186274509804,21,25.6566666666667,1.659,2
BGM-1225,2019,2,4.667,2.286,10.857,26.7326732673267,0.504809910891089,1.19666666666667,17.3932892033782,22.0826732673267,21.6666666666667,33.5633333333333,2.19366666666667,2.66666666666667
BGM-1225,2019,3,1,NA,3.6,NA,NA,1.04666666666667,NA,NA,NA,NA,1.63533333333333,1.33333333333333
BGM-1225,2019,4,3,1.4,8.6,28.7234042553191,0.337027659574468,1.31,14,24.0734042553191,18.3333333333333,32.3033333333333,1.777,3
BGM-1243,2017,1,6,6.19,8.102,NA,NA,1.10666666666667,43.3109431849986,NA,24,33.6833333333333,2.26666666666667,NA
BGM-1243,2017,2,3.667,4.315,6.481,NA,NA,0.986666666666667,39.9685068543905,NA,18.6666666666667,27.4733333333333,1.53333333333333,NA
BGM-1243,2017,3,6,3.125,7.639,NA,NA,1.12,29.0319583797845,NA,19.6666666666667,28.7166666666667,1.93333333333333,NA
BGM-1243,2017,4,4.5,4.39,3.472,NA,NA,0.93,55.8382091070974,NA,18.3333333333333,22.4333333333333,2,NA
BGM-1243,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1243,2018,2,2.2,8.2,10.7,29,1.9967,1.44333333333333,43.3862433862434,24.35,28,44.6233333333333,2.61666666666667,1
BGM-1243,2018,3,1.917,5.875,3.5,40.5940594059406,2.11171349009901,1.10666666666667,62.6666666666667,35.9440594059406,22.6666666666667,38.9366666666667,1.87366666666667,1.33333333333333
BGM-1243,2018,4,1.8,12,10.9,NA,NA,1.20666666666667,52.4017467248908,NA,25.3333333333333,38.4533333333333,2.136,1
BGM-1243,2019,1,8,8.429,18.143,27.2727272727273,1.90686968181818,2.02,31.7213608309499,22.6227272727273,29.3333333333333,13.6066666666667,2.387,2.66666666666667
BGM-1243,2019,2,4,4.643,10.857,25,0.9448505,1.48333333333333,29.9548387096774,20.35,28.6666666666667,41.5066666666667,2.091,1.33333333333333
BGM-1243,2019,3,8.333,8,17.5,27,1.788,1.71333333333333,31.3725490196078,22.35,28,34.7733333333333,2.67733333333333,2.66666666666667
BGM-1243,2019,4,7.333,13.833,34.5,30.6930693069307,3.60253777722772,2.33666666666667,28.6201973806716,26.0430693069307,40.6666666666667,54.72,3.32033333333333,1
BGM-1243,2020,1,5.333,6.733,35,31.8294117647059,1.82998979411765,1.26,16.1335154434141,27.1794117647059,20,23.9833333333333,1.98133333333333,2.33333333333333
BGM-1243,2020,2,7.333,6.1,37.333,24.1470588235294,1.18932058823529,1.53,14.0446204498883,19.4970588235294,25.3333333333333,23.3466666666667,2.44533333333333,3
BGM-1243,2020,3,5.333,7.167,33.333,28.3823529411765,1.70089773529412,1.46,17.6962962962963,23.7323529411765,22.3333333333333,29.3933333333333,1.99033333333333,2
BGM-1243,2020,4,5,7.833,37.667,31.3294117647059,2.08979832352941,1.37,17.2153846153846,26.6794117647059,20,28.38,2.00033333333333,1.66666666666667
BGM-1245,2020,1,5,7.5,26.667,23.916,1.44495,1.2,21.9510053560453,19.266,22.3333333333333,26.8366666666667,2.422,2.33333333333333
BGM-1245,2020,2,5,5.9,26.667,24.96,1.19829,1.02666666666667,18.1164982958209,20.31,23.6666666666667,24.6566666666667,2.39533333333333,1.33333333333333
BGM-1245,2020,3,6,12.867,35.667,31.23,3.4200486,1.06333333333333,26.5113116578069,26.58,31.3333333333333,32.4,2.42166666666667,2.66666666666667
BGM-1245,2020,4,4,11,36.833,31.884,2.99574,1.10666666666667,22.9966759350239,27.234,25,28.5533333333333,2.02433333333333,2.66666666666667
BGM-1248,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1248,2018,2,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,1.80666666666667,2.33333333333333
BGM-1248,2018,3,0.917,2.25,8.625,41,0.817875,1.10333333333333,20.6896551724138,36.35,18.6666666666667,36.6933333333333,2.49666666666667,1.33333333333333
BGM-1248,2018,4,0.667,1.417,4.667,33.3333333333333,0.406442833333333,0.893333333333333,23.2905982905983,28.6833333333333,19.6666666666667,28.8033333333333,1.84733333333333,1.66666666666667
BGM-1253,2019,1,4.667,1.333,7.833,24.5454545454545,0.265206409090909,1.47333333333333,14.542875845516,19.8954545454545,23.3333333333333,16.2133333333333,2.47633333333333,3
BGM-1253,2019,2,3,0.75,4.5,25.6756756756757,0.157692567567568,0.97,14.2857142857143,21.0256756756757,22.6666666666667,29.09,1.608,2.66666666666667
BGM-1253,2019,3,2,0.667,5.083,24.1379310344828,0.1299845,1.14,11.6,19.4879310344828,16.6666666666667,27.3233333333333,2.079,3.66666666666667
BGM-1253,2019,4,5,0.786,6.071,19.2307692307692,0.114604846153846,1.05333333333333,11.4627388070585,14.5807692307692,18.3333333333333,18.9466666666667,1.66466666666667,4
BGM-1259,2019,1,4,4.3,12.5,31.1926605504587,1.14133440366972,1.15333333333333,25.5952380952381,26.5426605504587,29.3333333333333,37.9966666666667,1.97866666666667,3.66666666666667
BGM-1259,2019,2,6.333,5.857,21.714,31.3725490196078,1.56513969607843,1.81333333333333,21.243335388633,26.7225490196078,27,33.4366666666667,1.952,5
BGM-1259,2019,3,7,5.5,19.429,28.7128712871287,1.32345792079208,1.22,22.062657948574,24.0628712871287,23.6666666666667,46.8066666666667,2.09533333333333,5
BGM-1259,2019,4,6,2.917,15.333,27.4509803921569,0.665104598039216,1.51666666666667,15.9835616438356,22.8009803921569,24.6666666666667,35.2633333333333,2.19966666666667,4
BGM-1265,2017,1,5.17,3.704,7.986,NA,NA,0.98,31.6852010265184,NA,31.3333333333333,26.3566666666667,2.5,NA
BGM-1265,2017,2,5.167,2.199,8.912,NA,NA,1.16,19.7911979119791,NA,31,21.2933333333333,2.6,NA
BGM-1265,2017,3,6.2,3.889,11.25,NA,NA,1.01666666666667,25.6886187991281,NA,29.6666666666667,28.6,2.4,NA
BGM-1265,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1265,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1265,2018,2,2.333,3,8.167,30,0.7605,1.04666666666667,26.8648697053819,25.35,NA,NA,2.02666666666667,2
BGM-1265,2018,3,1.444,4.833,7,38,1.6118055,1.00666666666667,40.8434040395504,33.35,23,34.9333333333333,1.564,1.66666666666667
BGM-1265,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1267,2017,1,2,2.694,9.167,NA,NA,1.18333333333333,22.7130933310851,NA,18.3333333333333,22.7733333333333,2.36666666666667,NA
BGM-1267,2017,2,2.6,2.778,11.556,NA,NA,1.05,19.3804939305149,NA,20.6666666666667,29.53,2.67,NA
BGM-1267,2017,3,2.5,4.215,6.771,NA,NA,0.89,38.3670125614418,NA,22.5,31.85,2.4,NA
BGM-1267,2017,4,NA,NA,5.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1267,2018,1,2,3,6.667,38,1.0005,1.16333333333333,31.0334126409434,33.35,17.3333333333333,32.84,1.98666666666667,1.66666666666667
BGM-1267,2018,2,NA,NA,8.6,NA,NA,0.873333333333333,NA,NA,NA,NA,1.58666666666667,1.33333333333333
BGM-1267,2018,3,2.333,13.714,9.571,31.6831683168317,3.7073287029703,1.26,58.8962851621215,27.0331683168317,29.3333333333333,44.14,2.31533333333333,1
BGM-1267,2018,4,1.867,22.2,23.3,40.3846153846154,7.93308461538462,1.69,48.7912087912088,35.7346153846154,35,55.8733333333333,2.63166666666667,1.33333333333333
BGM-1267,2019,1,8,9.143,17.071,30.7692307692308,2.38808126923077,1.42666666666667,34.8783093003738,26.1192307692308,30,19.29,2.00466666666667,3.33333333333333
BGM-1267,2019,2,7.333,9.643,18.143,32,2.6373605,1.49333333333333,34.7045274598719,27.35,32,45.4933333333333,1.9,1.33333333333333
BGM-1267,2019,3,8.333,9.429,15,33.6633663366337,2.73567031188119,1.44,38.5975684637112,29.0133663366337,30.3333333333333,39.9666666666667,2.39366666666667,2
BGM-1267,2019,4,7.667,7.786,28.857,32.3529411764706,2.156951,2.03,21.2482602407008,27.7029411764706,28,36.32,2.36933333333333,3
BGM-1267,2020,1,7.667,11.233,29.667,21,1.8365955,1.39,27.4645476772616,16.35,23.3333333333333,24.5166666666667,2.20733333333333,2.33333333333333
BGM-1267,2020,2,NA,3.867,31.667,23.814,0.74107188,NA,10.8825350368661,19.164,25,30.6733333333333,NA,NA
BGM-1267,2020,3,8,11.167,36.667,18.2134615384615,1.51463175,1.15333333333333,23.3453192290003,13.5634615384615,25.6666666666667,31.83,2.07533333333333,3
BGM-1267,2020,4,8,5.7,32,26.19,1.22778,0.99,15.1193633952255,21.54,22.3333333333333,27.06,1.74166666666667,4.33333333333333
BGM-1269,2017,1,3.5,4.051,7.292,NA,NA,0.996666666666667,35.7136559992947,NA,21,29.0166666666667,2.07,NA
BGM-1269,2017,2,3.667,1.62,5.208,NA,NA,0.823333333333333,23.725834797891,NA,19.3333333333333,24.23,1.66666666666667,NA
BGM-1269,2017,3,4.2,1.389,4.306,NA,NA,0.75,24.3898156277436,NA,24.6666666666667,21.0466666666667,1.9,NA
BGM-1269,2017,4,1,0.174,3.299,NA,NA,0.66,5.01007774258566,NA,14.6666666666666,17.65,1.67,NA
BGM-1272,2017,1,3.833,3.009,6.481,NA,NA,1.20666666666667,31.7070600632244,NA,20.3333333333333,24.59,2.46666666666667,NA
BGM-1272,2017,2,2.2,1.25,7.222,NA,NA,1.06666666666667,14.7544853635505,NA,20.6666666666667,17.41,2.23333333333333,NA
BGM-1272,2017,3,4.8,1.667,7.389,NA,NA,1.26333333333333,18.4076855123675,NA,16.6666666666667,20.38,2.23333333333333,NA
BGM-1272,2017,4,2.75,0.521,6.083,NA,NA,1.04,7.88915808600848,NA,21,18.29,2,NA
BGM-1274,2017,1,3.667,4.977,10.88,NA,NA,1.30333333333333,31.3867692501734,NA,27.3333333333333,30.75,2.43333333333333,NA
BGM-1274,2017,2,1.6,0.556,7.222,NA,NA,1.04,7.14836718950887,NA,16.6666666666667,21.2733333333333,2.06666666666667,NA
BGM-1274,2017,3,2.167,1.62,6.25,NA,NA,1.05666666666667,20.584498094028,NA,19.6666666666667,23.12,2.06666666666667,NA
BGM-1274,2017,4,3.67,2.315,8.102,NA,NA,1.19333333333333,22.2232888547566,NA,18.3333333333333,27.7966666666667,2.1,NA
BGM-1282,2020,1,5,8.333,21.5,23.55,1.574937,1.66,27.9321556665438,18.9,28.6666666666667,33.4033333333333,2.351,2
BGM-1282,2020,2,5.667,5.433,21.333,21.744,0.92871702,1.21666666666667,20.2981394306209,17.094,22,24.69,2.199,2.66666666666667
BGM-1282,2020,3,6,5.5,24,29.778,1.38204,0.963333333333333,18.6440677966102,25.128,19.6666666666667,30.8766666666667,1.595,3.66666666666667
BGM-1282,2020,4,4,7.3,21.5,26.688,1.608774,1.15666666666667,25.3472222222222,22.038,31,26.1666666666667,2.36033333333333,1.33333333333333
BGM-1283,2017,1,0.4,0.972,6.944,NA,NA,0.956666666666667,12.2789287518949,NA,20.5,24.135,2.43333333333333,NA
BGM-1283,2017,2,1,0.231,6.944,NA,NA,0.81,3.21951219512195,NA,18.6666666666667,19.1833333333333,2.06666666666667,NA
BGM-1283,2017,3,1,1.389,6.944,NA,NA,0.84,16.6686667466699,NA,14.5,19.055,1.75,NA
BGM-1283,2017,4,2,0.694,8.333,NA,NA,0.905,7.68804697020051,NA,10.3333333333333,14.6033333333333,2.45,NA
BGM-1284,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1284,2018,2,NA,NA,3.75,NA,NA,0.963333333333333,NA,NA,NA,NA,1.63666666666667,1
BGM-1284,2018,3,NA,NA,1.667,NA,NA,0.73,NA,NA,NA,NA,1.37466666666667,1
BGM-1284,2018,4,NA,NA,3.833,32.3529411764706,NA,1.29,NA,27.7029411764706,NA,NA,NA,1.33333333333333
BGM-1288,2017,1,4,5.25,9.465,NA,NA,0.84,35.677879714577,NA,20,24.41,2.66666666666667,NA
BGM-1288,2017,2,4.75,3.43,12.931,NA,NA,0.936666666666667,20.9644887231832,NA,19.3333333333333,32.5066666666667,2.63333333333333,NA
BGM-1288,2017,3,6.5,5.208,13.194,NA,NA,1.12,28.3012716009129,NA,19,30.9966666666667,3.1,NA
BGM-1288,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-1290,2017,1,5.83,3.009,9.176,NA,NA,1.29,24.6942962659007,NA,27,30.49,2.1,NA
BGM-1290,2017,2,6.5,3.588,15.287,NA,NA,1.18,19.0092715231788,NA,24,25.59,2.03333333333333,NA
BGM-1290,2017,3,7.33,6.06,13.194,NA,NA,1.4,31.4739794328451,NA,27.3333333333333,25.97,2.47,NA
BGM-1290,2017,4,4,3.43,8.523,NA,NA,1.12333333333333,28.6957249226136,NA,19.6666666666667,21.9,2.13,NA
BGM-1297,2017,1,7.333,5.556,14.699,NA,NA,1.05333333333333,27.430264132313,NA,24.3333333333333,27.3866666666667,3.1,NA
BGM-1297,2017,2,8,2.778,10.972,NA,NA,1.22333333333333,20.2036363636364,NA,22.3333333333333,19.94,2.5,NA
BGM-1297,2017,3,8.67,4.861,13.657,NA,NA,1.12,26.2501350037801,NA,22.6666666666667,29.1666666666667,2.36666666666667,NA
BGM-1297,2017,4,6,3.472,10.648,NA,NA,1.19333333333333,24.5892351274788,NA,26.6666666666667,19.9933333333333,3.03333333333333,NA
BGM-1299,2017,1,2.667,1.157,6.829,NA,NA,0.936666666666667,14.4878537440521,NA,21.3333333333333,20.7466666666667,2.16666666666667,NA
BGM-1299,2017,2,4.667,1.389,9.838,NA,NA,0.766666666666667,12.3719604524806,NA,23,17.06,1.7,NA
