Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
14/12/2017;14,6;9,6;0;35;29,4;23,7;46;45;3,9
15/12/2017;17,2;9,6;0;32,6;28,3;23,2;49;43;3,4
16/12/2017;15,2;9,2;0;34,2;28,7;23,2;null;45;3,9
17/12/2017;15,3;8,3;0;34,8;29,2;24,8;56;44;4,4
18/12/2017;15,4;9,3;0;34,4;29,8;25;52;53;4
19/12/2017;16,4;7,5;0;33,8;28,5;23,9;56;49;2,8
20/12/2017;15,5;10,7;0;33;28,2;23,3;54;53;4,3
21/12/2017;15,1;10;0;34,6;28,9;23,8;58;49;2,8
22/12/2017;15,4;11,1;0;34,1;29,7;24,9;51;53;3,4
23/12/2017;15,1;11,2;0;35,6;27,1;23,9;76;47;3
24/12/2017;11,8;11,7;1,7;34,8;28,9;23,7;64;66;2,8
25/12/2017;13,5;11,6;0;34,4;30;24,4;54;63;2,5
26/12/2017;14,1;9,5;0;34,6;30,3;24,9;51;49;2,7
27/12/2017;14,7;9,7;0;34,8;30,1;24,8;53;50;3
28/12/2017;15;10,5;0;34,8;30,1;24,9;56;46;3,2
29/12/2017;13,6;11,9;0;36;31,1;25,6;47;51;3,3
30/12/2017;16;11,2;0;36,8;31,9;25,6;47;47;3,5
31/12/2017;17,2;11,2;0;37,2;32;25,2;47;40;2,9
01/01/2018;17,1;11,9;0;37;31,4;25,1;52;41;2,2
02/01/2018;16;10,4;0;37,4;32;26,3;60;46;1,7
03/01/2018;14,4;8,9;0;37,4;31;26,2;66;59;,9
04/01/2018;13,1;4,6;7;30;25;21,6;83;69;4,2
05/01/2018;6;2,8;4,6;27,8;24,8;21,3;86;81;1,7
06/01/2018;4,7;9,9;3;33,4;28,4;22,7;58;69;2,9
07/01/2018;13;11,4;0;33,9;29,3;24,5;52;52;2,8
08/01/2018;15,1;11,3;0;33,4;29;23,5;51;47;3,8
09/01/2018;14,9;11,3;0;34,1;29,4;23,5;55;47;2,5
10/01/2018;15;7,7;0;34,8;28,9;25,3;70;52;3,3
11/01/2018;13,3;1;0;33,8;27,7;24,5;62;57;2,9
12/01/2018;11,6;3,9;0;32,4;28,3;23,1;55;57;2,5
13/01/2018;12,6;6,7;0;32,6;28,7;24,1;61;52;3,4
14/01/2018;12,5;8,8;0;35,1;28,4;24,5;62;58;2,5
15/01/2018;13,2;11,4;3,6;34,8;29,5;23,7;71;64;2,5
16/01/2018;18,9;11,3;0;34,4;29,1;23,5;49;39;3,4
17/01/2018;18,6;11,1;0;34,8;29,3;22,9;49;43;3,3
18/01/2018;17,6;10,1;0;34,8;30;24,5;46;44;3,3
19/01/2018;18,3;6,5;0;34,2;29,8;24,5;49;38;4,2
20/01/2018;14,7;5,1;0;34;29,3;24,9;53;43;2,5
21/01/2018;15,3;9,9;0;35,2;30;23,5;46;47;2,9
22/01/2018;18,6;11,7;0;35;30,1;23,8;45;38;3,4
23/01/2018;16,3;11,1;0;35;29,9;24,3;25;39;2,5
24/01/2018;15,5;4,6;0;34,8;29,5;24,5;41;51;2,5
25/01/2018;14,6;9,9;0;35,2;30;24,3;51;49;2,5
26/01/2018;13,9;4,7;0;34,8;26,3;23,1;81;47;2,5
27/01/2018;8,1;5,7;3,8;34,6;27,2;22,9;null;75;1,7
28/01/2018;9;5,4;0;33,8;29,2;25,5;64;68;2,5
29/01/2018;10;6;0;34,2;29,8;25,5;59;62;2,9
30/01/2018;12,3;6,3;0;34,4;27,7;25,7;71;54;3,4
31/01/2018;8,1;6,1;,4;35;29,6;24,1;55;73;1,7
01/02/2018;12,7;10,3;0;36,8;31,5;26,2;44,5;38;2,8
02/02/2018;15,9;9,1;0;36,2;30,3;25,7;54;39;2,5
03/02/2018;3,1;3,1;,2;32,6;27,5;24,3;74;58;1,7
04/02/2018;7,9;1,8;3,4;32,6;26,3;24,3;84,8;77;2,6
05/02/2018;4,2;7,7;23;32,2;27,9;23,3;68,3;58;1,4
06/02/2018;7,4;3;0;29,8;27,7;25,1;70,5;63;2,2
07/02/2018;6,1;,4;0;28,2;26;24,7;79,8;73;2,5
08/02/2018;4,5;5,4;,6;32,7;29,2;24,5;68,8;59;2,4
09/02/2018;7,2;6;41,4;32;26,2;23,3;76,8;57;1,7
10/02/2018;5;,2;8,5;25,6;24,4;23,4;88,5;81;1,8
11/02/2018;2,8;9,9;17,9;30,6;26,5;23,1;67,5;55;2,8
12/02/2018;8,8;7,5;0;30,8;26,7;22,5;67,5;54;2,2
13/02/2018;9,2;6,8;0;31,4;27,3;23,9;67,5;61;3,1
14/02/2018;8,9;5,8;,4;31,8;27,9;23,7;60,8;50;2,2
15/02/2018;11,6;7,4;0;32,4;27,8;23,8;61,3;52;2,9
16/02/2018;10,5;8,9;0;31,8;28,3;23,9;58;48;2,8
17/02/2018;11,6;7,9;0;31,6;26,1;23,3;71;54;3,5
18/02/2018;7,8;5,1;2,5;31,6;27,3;22,3;65,5;57;2,2
19/02/2018;8,5;9,8;0;33,8;29,3;24,5;57,3;48;2,2
20/02/2018;11;9,6;10,8;33,3;29,1;24,3;58;52;2,6
21/02/2018;10,8;9,5;0;34,2;29,5;24,9;54,8;44;2
22/02/2018;10,8;3;1;31;27,5;25;77;52;1,1
23/02/2018;4,1;6,2;,4;32,4;27,7;24,6;73,3;61;2
24/02/2018;4,8;8,4;8,8;33,2;27,9;22,8;68;48;1,6
25/02/2018;8,5;11,5;0;33,2;28,7;23,7;57,8;46;2,9
26/02/2018;12,1;11,5;0;33;28,6;23,3;54,8;47;2,2
27/02/2018;12;8,9;0;32,8;28,8;25;60,3;52;2,8
28/02/2018;11,5;9,6;0;33,8;29,3;24,9;54,5;45;2,5
01/03/2018;12,9;9,8;0;34,8;28,5;24,2;60,5;46;3,3
02/03/2018;9,7;11,3;,4;34,2;28,8;23,6;62;47;2
03/03/2018;8,7;5,3;,8;33,8;27,8;23,6;69,3;53;2,3
04/03/2018;7,8;10,8;6;33,5;29;24,8;59,3;47;2,6
05/03/2018;9,9;11,6;0;34,8;29,9;25,1;57;46;2
06/03/2018;10,3;10;0;35,4;30,4;26,2;63,3;50;2,7
07/03/2018;8,4;8,8;22,6;34,2;28,6;22,9;65,5;53;1,7
08/03/2018;7,8;4,4;0;31,2;27,6;26,1;71;62;3,8
09/03/2018;5,6;3,9;0;30,8;27,4;25,1;76;67;1,7
10/03/2018;5,1;5,9;0;32;27,8;25,2;77,5;69;2
11/03/2018;3,3;3,8;3,9;31,8;28,2;24,3;71,3;65;1,7
12/03/2018;5,6;9,2;0;32,8;26,3;23,7;79;62;2,8
13/03/2018;5,1;,5;25,6;29,2;25,3;22,1;81,5;68;1,8
14/03/2018;3,3;9,9;0;34,2;28,3;23,5;67,5;50;2
15/03/2018;9;11,3;0;34,8;29,7;24,9;54,3;41;3,3
16/03/2018;13;11,6;0;34,6;29,2;24,1;53,5;46;2,8
17/03/2018;12,1;10,6;0;34,2;28,7;24,8;61,5;50;2,1
18/03/2018;9,4;11,5;0;33,6;29,5;25,1;56,8;48;3,3
19/03/2018;12,4;10,2;0;34,4;30,2;25,5;52,8;46;2,8
20/03/2018;11,2;4,6;8,6;32,4;27,2;22,5;70,5;49;1,7
21/03/2018;6,6;9,8;1,4;34;29,6;24,8;58,3;46;2
22/03/2018;10,2;8,4;0;34,6;29,5;25,3;59,3;45;2,6
23/03/2018;11,9;6,2;0;33,8;28,6;24,7;59,8;47;1,8
24/03/2018;8,9;4,6;8,8;31,2;25,8;23,7;78,8;62;2
25/03/2018;5,5;5,7;0;31,6;25,7;23,5;77,8;54;2
26/03/2018;6;6,9;,6;30,8;25,8;22,3;71,3;54;2,5
27/03/2018;7,7;6,9;0;31;26,5;23,3;65,5;55;3,3
28/03/2018;8,5;10,5;0;32,4;27,2;22,4;63,3;48;2,9
29/03/2018;10;10;0;32,8;28,1;24,6;58,3;44;3,4
30/03/2018;12,2;9,2;0;33;28,1;22,7;55,8;46;2,5
31/03/2018;11,3;11,4;0;33,9;28,6;23,8;55;41;2,7
01/04/2018;12,1;9,7;0;34,4;28,6;23,9;55;44;3,3
02/04/2018;12,4;11,1;0;33,4;28,8;23,9;55;49;2,8
03/04/2018;11,7;10,2;0;34,2;29,6;24,5;54,5;46;2,8
04/04/2018;11,6;11,2;0;35,4;29,6;20,9;52;43;2,3
05/04/2018;13;10,4;0;35;29,4;24,4;61,8;45;2,3
06/04/2018;9,7;6,4;0;34;27,7;24,9;70,8;53;1
07/04/2018;7,2;1,9;18;29,6;25,1;21,7;82,3;68;1,9
08/04/2018;3,6;6,1;,2;32;27,2;22;66,8;55;1,7
09/04/2018;7,7;10,9;0;32,4;27,7;21,7;58,3;46;2
10/04/2018;11,5;7,9;0;32,2;27,2;22,7;59;43;2,2
11/04/2018;11,1;6,8;0;32;27,3;22,7;59;47;2,2
12/04/2018;10,8;6,2;0;30,8;25,3;23,5;77;56;2,3
13/04/2018;6,3;,1;7,3;28,4;24,8;22,9;85;71;1,9
14/04/2018;3;8,8;1,2;32,2;27,2;22,6;64;48;2,2
15/04/2018;9;10,1;0;32,6;27,6;23,5;54;36;2,9
16/04/2018;10,6;8,5;0;32,4;27,3;22,3;54,8;42;2,5
17/04/2018;11,4;5,1;0;30,6;27,1;23,5;60,8;56;3,3
18/04/2018;9,3;9,4;0;32,6;27,8;23,1;52,8;41;3,6
19/04/2018;12,4;9,4;0;33,6;27,3;23,4;61,8;42;3,4
20/04/2018;10,6;8,4;0;31,8;26,8;24,3;null;55;3,4
21/04/2018;9,5;2,4;0;29,4;25,5;24;81,5;79;2,8
22/04/2018;6,5;4,4;1,8;30;25,8;21,7;67,8;62;3,9
23/04/2018;9,1;5,4;0;30,6;26,8;23;61,5;52;4,2
24/04/2018;10,1;7,4;0;32,6;27,6;22,3;58,8;48;2,5
25/04/2018;1;4,1;0;31,4;26,3;23,3;67,8;53;2,9
26/04/2018;8,3;8,8;0;31,6;26,9;22,2;60;48;2,7
27/04/2018;9,9;9,7;0;32,2;26,8;22,5;62,3;48;3,7
28/04/2018;9,6;3;0;31,2;26,9;23,1;63,3;54;3
29/04/2018;9,6;10,5;0;33,2;28;23,9;54,5;38;2,9
30/04/2018;11,6;5,7;0;30,6;26,7;23,8;64,3;54;3,6
01/05/2018;8,5;7,5;0;31,4;27,3;23,1;61,8;54;3,9
02/05/2018;9,3;6,3;0;32;27,3;21,9;62,3;56;3,7
03/05/2018;9,2;10,2;0;32,6;27,8;23,3;58,5;48;3,2
04/05/2018;10,2;9,6;0;32,2;27,3;22,1;60,5;52;3,5
05/05/2018;9;2,6;0;31,3;26,6;22,2;58,5;49;2,9
06/05/2018;9,1;7,2;0;31;26,4;21,9;64,3;47;3
07/05/2018;8,3;4,4;0;29,6;24,2;22,1;81;64;3,1
08/05/2018;5,5;10,4;8;30,2;25,7;21,3;67,3;54;3
09/05/2018;8,5;10,8;0;31,8;26,7;22,1;57;46;3,4
10/05/2018;10,7;9,6;0;31,6;26,9;22,5;60;48;2,6
11/05/2018;10,6;10;0;31,6;26,9;22,5;58,3;47;3,4
12/05/2018;10,6;7,8;0;32;27,2;22,8;61;49;2,3
13/05/2018;8,3;8,3;0;32,8;27,4;22,5;57;47;3,2
14/05/2018;11,3;10,5;0;32,8;27,3;22,4;53,5;42;3,6
15/05/2018;12;10,7;0;32,6;27,5;22,1;54;43;3,3
16/05/2018;11,9;3,7;0;30,4;26,3;23,5;68,3;52;3
17/05/2018;8;10;0;33,2;27,9;23,9;58;48;2,5
18/05/2018;10,6;8,9;0;32,6;26,8;22,2;63,3;46;3,4
19/05/2018;9,9;9,6;0;32,8;27,2;22,6;53,3;41;2,3
20/05/2018;12,1;10,1;0;33,9;28;21,9;58,8;43;2,3
21/05/2018;10,3;10,8;0;35,4;28,8;23,1;53,3;36;2,2
22/05/2018;13,4;6;0;33,1;27,4;23,8;63;42;3,3
23/05/2018;9,5;10,5;4,2;32,8;27,5;22,1;56,5;41;3,3
24/05/2018;11;8,1;0;32,8;25,7;21,8;66;54;3,5
25/05/2018;10,3;10,7;0;31,2;26,3;21,7;54,3;46;3,7
26/05/2018;12;5,4;0;30,2;24,7;21,2;71;46;3,5
27/05/2018;7,5;10,7;0;30,8;25,5;20,5;56;47;3,6
28/05/2018;11;10,5;0;31,2;24,9;21,7;69,5;46;3,6
29/05/2018;9,5;6,5;0;29,2;24,3;21,9;72,8;56;4,4
30/05/2018;7,9;5,6;,7;29;23,3;21,1;77;56;3,7
31/05/2018;7,4;6,2;,3;29,8;24,9;20,5;64;49;3,9
01/06/2018;8,6;9,2;0;31,8;25,7;20,9;62,3;46;2,5
02/06/2018;8,8;8,8;0;32,7;26,8;20,9;60,5;48;2
03/06/2018;9,1;8,2;0;33;27,3;24,5;64,3;45;2,2
04/06/2018;10;2,2;0;30,8;26,5;23,3;64,5;54;2,2
05/06/2018;8,6;7,5;0;30,4;25,7;22,1;62,8;48;3
06/06/2018;9,5;10,8;0;31,1;25,8;21,3;61;46;3,2
07/06/2018;9,3;10,7;0;32,6;26,7;22,1;62,5;47;2,9
08/06/2018;9,8;6,4;0;31,8;27,3;23,3;63,8;52;2,8
09/06/2018;8,6;8,7;0;33,4;28;24,2;60,5;44;3,3
10/06/2018;10,9;9,6;0;31,6;26,6;22,3;58,8;48;3,3
11/06/2018;10,6;9,6;0;31,8;26,4;20,7;60,3;43;3,3
12/06/2018;11,5;6,9;0;30,8;25,6;21,1;63;48;2
13/06/2018;9,5;4,5;0;30,1;25,4;21,5;62,8;53;3,1
14/06/2018;8,9;10,6;0;31,6;25,3;19,9;60,3;42;3,8
15/06/2018;10,7;9,3;0;31;24,7;21,1;66;46;3,1
16/06/2018;9,3;9,9;0;30,8;25,2;19,9;59;42;3,6
17/06/2018;10;5,7;0;29,2;25;21,2;63;53;3,3
18/06/2018;9,1;2,9;0;28,2;24,6;21,7;63,3;57;3,3
19/06/2018;8,4;6,3;,8;29,6;23,1;20,6;81;49;2,8
20/06/2018;5,3;9,2;1,8;29,6;24,1;19,4;60,3;40;3,4
21/06/2018;10,1;10,1;0;30;24,9;19,9;59,3;47;3,1
22/06/2018;11,2;10,4;0;30,8;25,1;19,9;60;44;3,5
23/06/2018;10,9;10,6;0;30,8;25,5;20,7;54,5;41;4
24/06/2018;13,2;9,7;0;31;24,7;19,9;58,3;35;4,1
25/06/2018;4;9,9;0;30,4;24,6;19,1;54,5;40;3,9
26/06/2018;13,1;10,3;0;30,6;25,2;19,9;55,5;44;3,3
27/06/2018;11,3;9;0;30,9;25,8;21,1;53,5;40;3,4
28/06/2018;11,2;10,1;0;30,4;25,3;20,9;56,8;42;3,7
29/06/2018;11,7;10,3;0;31;24,8;19,3;65,5;48;3,8
30/06/2018;9,1;10,1;0;30,6;25,6;20,9;55;44;2,9
01/07/2018;10,6;10,8;0;31,6;25,7;20,2;53,3;39;2,3
02/07/2018;11;8,5;0;32,8;26,2;21,9;61,8;40;2,5
03/07/2018;8,3;9,1;0;32;26,3;21,3;52;36;3,3
04/07/2018;11,6;10,4;0;31;25,7;21,1;52;33;2,9
05/07/2018;11,9;9,8;0;30,5;25,5;20,9;54,5;40;3,7
06/07/2018;10,8;1,7;0;29,7;25,4;21,5;59;49;4,1
07/07/2018;10,9;10;0;31;26,2;22,7;56,8;42;2,8
08/07/2018;11;10;0;31,8;25,7;20,3;53,3;35;3,8
09/07/2018;11,5;10,7;0;32;25,8;21,1;53,5;36;3
10/07/2018;12,5;10,9;0;32,1;25,5;19,6;52,8;40;3,3
11/07/2018;13;9;0;31,3;26,8;21,7;58,8;48;2,5
12/07/2018;13,1;9,7;0;31,4;27;23,1;54,8;47;3,6
13/07/2018;13;10,3;0;30;25,1;20,9;59,3;46;3,3
14/07/2018;10,9;10,2;0;31;25,2;19,8;51;36;2,8
15/07/2018;11,9;10,7;0;30,9;25;19,7;50,3;34;2,9
16/07/2018;12,6;8,3;0;33;25,4;19,9;55,3;44;2,2
17/07/2018;13,1;10,8;0;33;25,5;18,7;55;43;3,1
18/07/2018;11,8;10,6;0;30,6;25,5;20,3;50,8;44;3,2
19/07/2018;11,4;4,2;0;27,9;24,3;21,5;64,5;46;2,9
20/07/2018;7,8;8;0;30,2;24,5;20,7;64,3;44;3,2
21/07/2018;9;10,3;0;30,2;25,1;19,9;56;44;3
22/07/2018;11;10,7;0;30,6;25,5;20,3;52;39;3
23/07/2018;12,5;10,7;0;30;25,3;20,1;55,3;46;4,2
24/07/2018;3;9,8;0;31;25,6;21,1;51,8;38;3,1
25/07/2018;10,4;10,3;0;30,2;24,9;20,2;59;48;4,2
26/07/2018;11,8;9,9;0;29,7;25,2;20,9;56,3;46;3
27/07/2018;10,9;10,6;0;31,2;25,1;19,8;54;39;3,1
28/07/2018;11,9;10,3;0;29,8;25,8;21,5;55,8;47;1,8
29/07/2018;10,4;10,9;0;30,2;25,3;20,1;55,8;45;2,8
30/07/2018;11,5;8,3;0;30,6;25;19,3;53,8;43;2,2
31/07/2018;10,5;6,7;0;30,8;26,2;21,5;57;46;3,6
01/08/2018;10,4;6,7;0;31,7;26,4;21,6;52,8;44;3,1
02/08/2018;11,1;10,6;0;32,2;26,3;21;48,5;36;3,3
03/08/2018;15;9;0;31,6;25,9;20,9;49,8;41;2,4
04/08/2018;14;10,8;0;32,4;26,4;19,3;46;35;2,5
05/08/2018;13,1;10,8;0;34;27,5;20,7;48;32;2,9
06/08/2018;14,3;8,9;0;33,2;26,9;21,5;49;33;2,8
07/08/2018;14,3;8,9;0;31,4;25,6;20,3;56,5;34;3,3
08/08/2018;13,3;10,5;0;31,3;26,1;20,7;55,3;45;3,5
09/08/2018;12,8;9;0;31,9;26,3;20,8;53,8;44;2,7
10/08/2018;12,5;10,9;0;32,4;26,7;20,5;53,3;42;2,7
11/08/2018;14,1;9,4;0;34;27,8;21,3;50,5;38;2,6
12/08/2018;14,4;10,8;0;34,6;28,6;21,9;49,3;37;2,8
13/08/2018;14,3;3,9;0;32,4;27,8;23,7;55,5;46;2,2
14/08/2018;13,2;10;0;32,6;27,2;22,4;54,5;37;2,5
15/08/2018;13,6;10,7;0;33,1;27,3;21,5;49,3;35;3,2
16/08/2018;16;10,9;0;33,5;27,4;21,3;47;37;2,8
17/08/2018;15,6;9,1;0;31,8;27,6;23,2;48,5;42;3,3
18/08/2018;14,4;10,8;0;32;25,8;21,1;54,5;39;4
19/08/2018;12,9;7,5;0;30,6;25,3;21,3;63,8;48;4,1
20/08/2018;9,4;8,1;1,2;30,6;25,1;20,1;66,5;51;3,8
21/08/2018;10,2;10,6;0;30,6;25,9;20,5;52,3;40;2
22/08/2018;12,5;9,4;0;31,2;25,5;21,1;61;44;3,1
23/08/2018;10,7;10,1;0;31,4;26;20,8;52,5;45;3,7
24/08/2018;12,4;10,9;0;31,6;26,4;21,7;53,3;36;4,1
25/08/2018;13,6;11;0;32,5;26,4;20,1;46,5;32;2,9
26/08/2018;13,5;11;0;32,3;26,7;20,8;48;38;3
27/08/2018;14,1;10,3;0;30,6;25,5;20,7;55,5;42;3,3
28/08/2018;11,4;9,2;0;31,8;25,3;20,7;59;41;3,6
29/08/2018;12,1;8;0;30,9;25,9;21,4;52;39;3,8
30/08/2018;11,8;11;0;30,8;24,6;19;55,3;37;3,2
31/08/2018;12,3;10,9;0;31;25,3;19,5;46,8;32;3,2
01/09/2018;13,4;11;0;32;26,3;20,3;47,5;38;2,9
02/09/2018;12,5;9,8;0;32,5;27,1;21;51,3;42;3,2
03/09/2018;11,8;11,2;0;33,4;27,7;23,4;48,8;36;2,3
04/09/2018;13,3;11,3;0;33,8;27,7;21,7;51,8;37;1
05/09/2018;12,8;11,1;0;35,6;29,8;23;48,3;42;3
06/09/2018;15,4;9,4;0;33;27,6;23,1;52;39;3,6
07/09/2018;14,7;7,1;0;32,4;26;22,5;56,5;35;4,8
08/09/2018;12,4;7,3;0;28,8;24,1;20,5;61,5;50;4,2
09/09/2018;11,1;11,4;0;33;26,7;20,1;47,8;38;3,9
10/09/2018;14,9;11,3;0;32,8;27;20,7;50,8;41;3,1
11/09/2018;14,5;11,3;0;32,8;27,1;20,7;51,3;40;2,8
12/09/2018;14,2;11,3;0;34,4;28;21,4;41;30;3,4
13/09/2018;18,8;10,8;0;32,8;26,5;20,7;44,8;33;4,1
14/09/2018;16,4;11;0;32,8;26,6;20,3;47,8;35;3,9
15/09/2018;14,6;10,9;0;33,9;28;21,2;47,3;36;3,1
16/09/2018;13,4;10,9;0;35,3;29;22,4;48,5;36;3
17/09/2018;13,7;10,9;0;37;30,1;23,3;42,8;32;3,3
18/09/2018;15,3;10,6;0;35;29,2;23,3;45,8;35;3,9
19/09/2018;15,7;10,8;0;34,9;29,2;23,7;45,3;37;4,2
20/09/2018;16,6;10,4;0;33,9;28,2;22,5;49;39;3,7
21/09/2018;15,1;8,9;0;33,5;28,2;22,9;49;38;2,8
22/09/2018;14,8;11;0;35,2;28,8;22,1;46,5;32;3,2
23/09/2018;15,4;11;0;34,7;28,7;22,9;47,8;36;4
24/09/2018;16;7,7;0;34;28,3;22,5;49;37;2,8
25/09/2018;13,8;6,5;0;32,8;28;23,7;52;41;2,8
26/09/2018;13,4;8,1;0;33,8;28,2;22,9;55,3;49;2,8
27/09/2018;14,8;9,7;0;34,9;28,3;21,9;46;32;3,9
28/09/2018;15,2;10,8;0;33;28,5;22,5;48,8;43;2,8
29/09/2018;13,3;11,1;0;36,2;29,7;23,2;45,5;36;2,8
30/09/2018;15,5;7,5;0;34,2;29,1;23,9;47,3;41;2,8
01/10/2018;14,5;8,7;0;33,2;28,5;23,6;41,8;34;3
02/10/2018;15,5;10,6;0;34;27,9;21,4;46,5;35;2,8
03/10/2018;15,9;9,4;0;34,2;29,1;23,5;49;42;3,4
04/10/2018;13,1;8,3;0;35,5;29,4;23,5;52,3;40;3,2
05/10/2018;14,1;9,3;0;34,8;29,1;24;49,8;40;3,1
06/10/2018;14,8;11,4;0;34,2;28,9;22,9;47;38;2,7
07/10/2018;14,6;9,8;0;34;29,3;23,5;48,8;40;3,3
08/10/2018;14,7;7;0;34,6;28,7;23,3;47,3;35;3,3
09/10/2018;15,8;11,1;0;34,6;27,9;21,9;45,8;32;3,1
10/10/2018;18,2;10,6;0;34,5;29;21,7;43,3;33;3,7
11/10/2018;15,8;10,5;0;34,4;29,3;23,9;53;37;2,4
12/10/2018;14,5;7,9;0;33,8;28,2;22,8;50,5;40;3,1
13/10/2018;14,2;10,6;0;34,4;29,1;23,5;47,5;38;3,4
14/10/2018;13,6;10,7;0;36,5;30,4;23,6;55,5;40;1,8
15/10/2018;11,5;9,9;0;35,8;30,8;25;50,8;42;2,5
16/10/2018;12,8;7,1;3;34,2;28,5;25,9;64,8;46;2,2
17/10/2018;8,4;5,3;6,7;32,5;28,2;23,9;66,5;54;1,9
18/10/2018;8,9;6;0;33;29,1;24,9;52,5;47;2,6
19/10/2018;13,1;10,9;0;35;30;24,3;53,8;41;2,5
20/10/2018;12;9,6;0;35,9;30,8;25,8;52,5;37;1,9
21/10/2018;13,8;8,8;0;34;28,1;25,1;58;43;3,6
22/10/2018;13,3;7;0;31,8;26,8;22,2;60,8;52;3,8
23/10/2018;10,5;8,2;0;34,8;28;24,3;61,5;38;3,9
24/10/2018;12,5;11,4;0;35,8;29,9;24,2;49;36;3,1
25/10/2018;13,1;11,6;0;36,3;29,8;23,9;42,8;30;3,7
26/10/2018;16,3;11,5;0;36,1;30,1;23,9;54,5;37;2,4
27/10/2018;13,5;11,6;0;37,6;32;25,2;46,8;40;2,7
28/10/2018;14,9;10,4;0;37,8;30,7;27,3;55;36;3,2
29/10/2018;12,3;8,1;0;36,8;29,2;24,1;61;40;2,3
30/10/2018;11,6;8,6;0;33;28,9;24;56,8;49;3,1
31/10/2018;13;7,3;0;34,1;29,1;24,4;49,5;38;3,2
01/11/2018;14,2;9,5;0;34,6;29,2;23,9;50,8;48;2,5
02/11/2018;14,1;11,6;0;35,2;30,1;23,3;46,5;37;2,8
03/11/2018;15,6;11,4;0;35,3;30,2;24,5;46,5;41;3,4
04/11/2018;14,7;11,1;0;35;30;24,3;49,8;43;2,5
05/11/2018;14,3;11,3;0;36,4;31,1;24,7;43;33;2,5
06/11/2018;16,7;7,4;0;35;29,6;24,3;45,8;37;2,8
07/11/2018;15,2;11,5;0;34,6;29,3;23,8;53,5;40;2,2
08/11/2018;15,1;9,6;0;34,8;30,2;25,2;49,3;41;3,3
09/11/2018;14,9;11,4;0;35,2;30,7;24,7;47,5;38;3,3
10/11/2018;16,5;8,8;0;35,8;30,8;25,3;48,8;41;3
11/11/2018;15,1;11,4;0;36,5;30,6;24,7;49,5;41;2,5
12/11/2018;15,1;6,7;0;34,8;29,8;25,3;48,3;37;3,3
13/11/2018;16,8;9,2;0;36;30,7;25,7;46,3;37;3,3
14/11/2018;16;11,6;0;36,2;30,6;24,1;43,3;33;3,3
15/11/2018;17,8;10,5;0;34,8;30;24,8;49;35;3,4
16/11/2018;15,3;11,1;0;35,2;30,6;24,7;46;41;3,6
17/11/2018;15,7;8,4;0;35;30;25,5;50,8;40;3,2
18/11/2018;16,5;9,3;0;35,7;30;24,2;42,8;34;3,5
19/11/2018;18,9;11;0;35;29,3;22,7;43,3;35;2,8
20/11/2018;17;10,4;0;35;30;24,6;46,5;37;2,8
21/11/2018;17,5;8,5;0;35,5;30,1;24,9;47,5;37;3,9
22/11/2018;16,5;10,7;0;35,1;29,9;24,3;48,3;37;3,2
23/11/2018;17,1;7,8;0;33,4;28,9;24,1;50,5;40;3,3
24/11/2018;14,1;9,4;0;34,6;29,6;23,9;51,3;44;3
25/11/2018;14,6;4,2;0;32,4;29,1;24,9;54,3;49;2,2
26/11/2018;12,8;0;0;29,2;25,4;23,7;71,5;52;3,3
27/11/2018;7,8;,8;0;30;26,1;22,1;60;48;3,3
28/11/2018;12;9;0;33,9;28,6;24,3;56,5;43;3,3
29/11/2018;14,2;11,4;0;35,1;29,3;23,3;50,5;41;3,6
30/11/2018;14,7;9,1;0;34,2;30;25;51,3;43;3,5
01/12/2018;11,8;3,8;0;33,2;27,5;23,2;67,8;50;2,5
02/12/2018;6,3;2,8;,8;35,4;26,2;22,1;85;74;3
03/12/2018;4,4;4;26,4;32,8;25,7;22,2;78;78;2,3
04/12/2018;9,8;,1;14,1;26,4;24,1;22,9;92;87;,9
05/12/2018;1,8;1,8;1;29,5;25;22,9;87;88;2,3
06/12/2018;3,4;3,4;0;30,5;25,2;22,9;88;84;1,1
07/12/2018;4,7;9,7;0;33,8;28,5;22,7;69;78;2
08/12/2018;9;11,3;0;35;30,1;24,5;63;65;1,7
09/12/2018;9,8;2,3;4,5;26,8;24,4;22,9;83;62;2,4
10/12/2018;3,9;1,7;1,6;30,6;25,8;23,9;81;79;2,8
11/12/2018;6,2;11,2;0;33,2;27,8;23,1;64;69;3,7
12/12/2018;13,4;9,6;0;32,5;27,4;22,3;57;62;4,2
13/12/2018;13,7;7,5;0;29,5;26;23,1;72;54;1,9
14/12/2018;8,2;9,3;0;31,6;26,9;22,1;56;76;2,9
15/12/2018;11,6;10,7;0;33;28,3;22,2;53;54;2,5
16/12/2018;13,6;4,9;0;31,9;27,1;23,3;53;52;2,5
17/12/2018;11,4;10,7;0;32,2;26,8;22,6;69;52;4,2
18/12/2018;14,2;9,2;0;33,3;28,4;23,9;62;67;3,5
