"ID_Clone","FRY","HI","N_Roots","Plant.Height","Root.Di","Root.Le","ShY","Stem.D","DMC","Nstem.Plant","StC","StY","pesos"
"BGM0949.250437235",63.0685588923972,222.894927858023,53.0805868047144,5.37678232513423,136.411684224576,112.966501483876,65.2943588867759,10.4748233601783,364.73628967083,9.615453400101,196.804603223213,11.3963854057534,1252.12095553557
"BGM0955.250437245",94.9425082852606,220.43570620404,59.9548423080692,5.82166322416284,141.044254068952,120.563920115715,180.814077320918,10.5458186976319,443.943187290808,10.7117458758281,249.773342843142,14.6854045701658,1553.23647080469
"BGM0961.250437240",56.6123143118426,191.727470756201,43.1335789202312,5.88224496036961,129.621791680259,109.059103813401,118.922415765588,10.2151607117133,429.201527161706,10.7268274809584,239.708811716095,11.0443186699985,1355.85556594836
"BGM0962.250437248",64.3498360592834,198.583964099775,58.4430689796997,5.11064254754415,137.227889998068,113.496177276051,103.155364240842,9.82321443915798,438.694602366462,10.27488802736,245.333614237373,10.8673989457465,1395.36066121736
"BGM0967.250494240",86.8892582527679,274.726259890094,73.8219633463533,5.66718790460145,144.820841838977,112.14969814864,108.397450423635,9.56948665942303,366.286407236313,10.3078505124175,197.599652354047,11.4691971275346,1401.7052536948
"BGM0971.250494247",81.2694258671526,252.720768044671,61.0326313682381,5.86638496572486,137.674406004501,113.682156908522,126.617788341406,10.1948032541816,468.972103581469,10.4248372577709,265.663963893877,13.0142979369966,1547.13356742451
"BGM0973.250437252",92.7927206100844,267.983249160764,73.6318368468304,5.07932088125509,138.004974530032,111.787060292806,100.11644259648,9.45225146701147,NA,10.1502090314785,NA,NA,808.998065416741
"BGM0975.250437253",99.1273829344822,298.260026624718,90.8421505749242,6.32634388654224,137.041289574346,114.471595377313,124.629487108769,10.3900831519932,436.339041218872,10.1087478935619,243.234165156063,12.0752175159922,1582.84553101758
"BGM0978.250437262",81.4511208063548,212.104148436092,65.8715065503866,6.09535551957264,127.41806577954,114.129961141984,113.862026408834,10.3069634323325,463.304414440052,10.4076997397605,262.565638846924,13.0801558868581,1480.59705698869
"BGM0980.250437263",64.358633227602,193.80568634595,40.158367778587,5.05928127892913,139.735073574804,104.041744068277,183.840164189151,10.6279720080561,349.196675835421,9.79093351813112,186.507165031493,11.5898914041262,1298.71158826053
"BGM0981.250437256",67.2810779380516,236.910083476057,45.0342154078179,6.04674471352824,143.932717977362,114.999953669751,55.61925073424,10.0608890487131,375.249284173006,9.79093351813112,203.952994760693,11.7230379376787,1280.60118335503
"BGM0982.250437264",74.1323127233358,229.560583002829,46.7703483778898,6.01049467782181,137.958327602822,112.855006278894,86.0699956766685,10.2654406392829,375.940597074126,9.79093351813112,204.43047227388,12.1859755361142,1305.9704873818
"BGM0984.250437265",113.634026625171,273.553763108938,66.1303617288183,5.67578485607296,149.551397753994,122.13916663933,151.69976824548,10.6145146646489,469.823783007064,13.1686704956665,266.57671843582,17.9873077823741,1660.55526334338
"BGM0985.250437258",147.80411337585,291.45713992837,68.3467717744372,5.44556090685826,157.52057994035,125.507326693165,167.821964320778,10.5624431785509,497.472861915943,10.024907008838,285.209043450598,21.5600775689344,1788.73279006267
"BGM0986.250437266",84.3175538488873,225.443368144378,61.080442873679,NA,138.634311965824,108.79121866253,114.597009917434,10.1529104957199,469.164158261733,NA,266.610144585114,13.377566225013,1492.16868498031
"BGM0989.250437306",95.925239906981,182.755699966618,78.5287455849219,6.54275493502254,128.364286777965,111.31762495824,225.094052978108,11.6892326663678,478.575223823452,10.8166824727463,271.178348442874,15.7695608545713,1616.55745336787
"BGM0996.250437309",75.5432831533912,220.058440985175,42.3456438116142,5.9836619993581,137.53636389005,101.794002960671,115.381557452085,10.454806358116,427.380270486429,10.2604321593903,238.314487390057,12.7560165773089,1397.80896722365
"BGM0998.250437302",96.6824103451516,244.133529867159,59.5678458221269,6.04820310795639,144.961525121222,116.595266795938,139.092115336527,10.6539855090614,NA,NA,NA,NA,817.734881905142
